Nanolab elapsed time (ms),NR exptime (s),X Acceleration (G),Y Acceleration (G),Z Acceleration (G),Flight Altitude (ft)
162525,32.56,-0.01,0.03,1.01,53.97
162573,-1.14,-0.01,0.04,1.03,32.35
162603,-1.14,-0.01,0.04,1.03,32.35
162655,0,-0.02,0.04,1.03,0
162681,0,-0.02,0.04,1.03,0
162733,0,-0.01,0.03,1.02,0
162760,0,-0.01,0.03,1.02,0
162812,0.02,-0.01,0.04,1.03,0.01
162838,0.02,-0.01,0.04,1.03,0.01
162908,-0.31,-0.02,0.04,1.01,32.31
162934,-0.31,-0.02,0.04,1.01,32.31
163006,33.84,-0.02,0.04,1.03,53.92
163032,33.84,-0.02,0.04,1.03,53.92
163103,34,-0.01,0.04,1.02,53.92
163130,34,-0.01,0.04,1.02,53.92
163179,34,-0.01,0.03,1.02,53.92
163208,34,-0.01,0.03,1.02,53.92
163277,34.16,-0.01,0.03,1.02,53.92
163306,34.16,-0.01,0.03,1.02,53.92
163352,34.16,-0.01,0.04,1.01,53.92
163381,34.16,-0.01,0.04,1.01,53.92
163450,34.32,-0.01,0.04,1.02,53.91
163479,34.32,-0.01,0.04,1.02,53.91
163525,34.32,-0.01,0.03,1.02,53.91
163554,34.32,-0.01,0.03,1.02,53.91
163623,34.48,-0.02,0.03,1.03,53.91
163654,34.48,-0.02,0.03,1.03,53.91
163703,34.48,-0.02,0.03,1.01,53.91
163729,34.48,-0.02,0.03,1.01,53.91
163801,34.64,-0.02,0.03,1.02,53.9
163827,34.64,-0.02,0.03,1.02,53.9
163899,34.8,-0.02,0.03,1.04,53.9
163925,34.8,-0.02,0.03,1.04,53.9
163974,34.8,-0.02,0.04,1.02,53.9
164000,34.8,-0.02,0.04,1.02,53.9
164072,34.96,-0.02,0.03,1.02,53.9
164098,34.96,-0.02,0.03,1.02,53.9
164147,34.96,-0.02,0.03,1.01,53.9
164176,34.96,-0.02,0.03,1.01,53.9
164245,35.12,-0.02,0.04,1.02,53.89
164274,35.12,-0.02,0.04,1.02,53.89
164320,35.12,-0.02,0.03,1.02,53.89
164349,35.12,-0.02,0.03,1.02,53.89
164418,35.28,-0.02,0.03,1.03,53.84
164447,35.28,-0.02,0.03,1.03,53.84
164493,35.28,-0.01,0.03,1.02,53.84
164522,35.28,-0.01,0.03,1.02,53.84
164594,35.44,-0.02,0.03,1.01,53.83
164620,35.44,-0.02,0.03,1.01,53.83
164669,35.44,-0.02,0.03,1.02,53.83
164695,35.44,-0.02,0.03,1.02,53.83
164769,35.6,-0.01,0.03,1.02,53.81
164795,35.6,-0.01,0.03,1.02,53.81
165674,35.76,-0.02,0.03,1.02,53.8
165701,35.76,-0.02,0.03,1.02,53.8
165753,35.92,-0.01,0.04,1.02,53.79
165779,35.92,-0.01,0.04,1.02,53.79
165831,-0.04,0,0.04,1.02,-0.03
165860,-0.04,0,0.04,1.02,-0.03
165909,0.36,-0.02,0.03,1.01,32.16
165946,0.36,-0.02,0.03,1.01,32.16
165995,0,-0.02,0.04,1.02,0
166024,0,-0.02,0.04,1.02,0
166074,0,-0.02,0.04,1.02,0
166103,0,-0.02,0.04,1.02,0
166152,0.04,-0.01,0.04,1.02,-0.03
166182,0.04,-0.01,0.04,1.02,-0.03
166248,0.12,-0.01,0.04,1.02,-0.27
166278,0.12,-0.01,0.04,1.02,-0.27
166347,37.2,-0.01,0.04,1.02,53.7
166376,37.2,-0.01,0.04,1.02,53.7
166425,37.2,-0.01,0.03,1.01,53.7
166452,37.2,-0.01,0.03,1.01,53.7
166524,37.36,-0.01,0.03,1.02,53.75
166555,37.36,-0.01,0.03,1.02,53.75
166628,37.52,-0.02,0.03,1.02,53.74
166654,37.52,-0.02,0.03,1.02,53.74
166703,37.52,-0.01,0.04,1.02,53.74
166729,37.52,-0.01,0.04,1.02,53.74
166801,37.68,-0.01,0.04,1,53.73
166830,37.68,-0.01,0.04,1,53.73
166876,37.68,-0.01,0.04,1.02,53.73
166905,37.68,-0.01,0.04,1.02,53.73
166974,37.84,-0.02,0.03,1.02,53.73
167003,37.84,-0.02,0.03,1.02,53.73
167049,37.84,-0.01,0.04,1.01,53.73
167078,37.84,-0.01,0.04,1.01,53.73
167147,38,-0.01,0.04,1.02,53.72
167176,38,-0.01,0.04,1.02,53.72
167225,38,-0.02,0.04,1.02,53.72
167251,38,-0.02,0.04,1.02,53.72
167323,38.16,-0.01,0.04,1.02,53.72
167349,38.16,-0.01,0.04,1.02,53.72
167420,38.32,-0.01,0.03,1.01,53.71
167447,38.32,-0.01,0.03,1.01,53.71
167496,38.32,-0.02,0.03,1.01,53.71
167522,38.32,-0.02,0.03,1.01,53.71
167594,38.48,-0.02,0.03,1.03,53.71
167620,38.48,-0.02,0.03,1.03,53.71
167671,38.48,-0.02,0.04,1.02,53.71
167700,38.48,-0.02,0.04,1.02,53.71
167769,38.64,-0.02,0.04,1.03,53.7
167798,38.64,-0.02,0.04,1.03,53.7
167844,38.64,-0.02,0.03,1.02,53.7
167873,38.64,-0.02,0.03,1.02,53.7
167942,38.8,-0.01,0.04,1.02,53.69
167971,38.8,-0.01,0.04,1.02,53.69
168017,38.8,-0.01,0.05,1,53.69
168046,38.8,-0.01,0.05,1,53.69
168118,38.96,-0.01,0.04,1.03,53.69
168144,38.96,-0.01,0.04,1.03,53.69
168173,38.96,-0.01,0.04,1.03,53.69
169049,39.12,-0.01,0.03,1.02,53.68
169079,39.12,-0.01,0.03,1.02,53.68
169128,39.28,0,0.03,1.02,53.85
169157,39.28,0,0.03,1.02,53.85
169206,0,-0.01,0.03,1.01,31.73
169235,0,-0.01,0.03,1.01,31.73
169284,32.33,-0.02,0.04,1.02,0
169314,32.33,-0.02,0.04,1.02,0
169365,0,-0.01,0.03,1.02,0
169392,0,-0.01,0.03,1.02,0
169444,0,-0.02,0.03,1.02,0
169471,0,-0.02,0.03,1.02,0
169524,0.04,-0.02,0.03,1.02,0.01
169551,0.04,-0.02,0.03,1.02,0.01
169621,-0.65,-0.02,0.04,1.03,32.46
169647,-0.65,-0.02,0.04,1.03,32.46
169719,40.56,-0.02,0.04,1.01,53.85
169745,40.56,-0.02,0.04,1.01,53.85
169794,40.56,-0.01,0.04,1.02,53.85
169820,40.56,-0.01,0.04,1.02,53.85
169892,40.72,-0.01,0.04,1.01,53.85
169921,40.72,-0.01,0.04,1.01,53.85
169990,40.88,-0.02,0.04,1.02,53.85
170019,40.88,-0.02,0.04,1.02,53.85
170065,40.88,-0.02,0.04,1.02,53.85
170094,40.88,-0.02,0.04,1.02,53.85
170162,41.04,-0.01,0.03,1.02,53.85
170192,41.04,-0.01,0.03,1.02,53.85
170237,41.04,-0.02,0.03,1.03,53.85
170267,41.04,-0.02,0.03,1.03,53.85
170335,41.2,-0.01,0.03,1.02,53.33
170364,41.2,-0.01,0.03,1.02,53.33
170413,41.2,-0.02,0.05,1.03,53.33
170439,41.2,-0.02,0.05,1.03,53.33
170511,41.36,0,0.04,1.04,53.31
170537,41.36,0,0.04,1.04,53.31
170585,41.36,-0.02,0.04,1.03,53.31
170649,41.36,-0.02,0.04,1.03,53.31
170721,41.52,-0.02,0.04,1.03,53.3
170747,41.52,-0.02,0.04,1.03,53.3
170819,41.68,-0.01,0.04,1.02,53.28
170848,41.68,-0.01,0.04,1.02,53.28
170894,41.68,-0.01,0.03,1.02,53.28
170923,41.68,-0.01,0.03,1.02,53.28
170992,41.84,-0.02,0.04,1.03,53.27
171021,41.84,-0.02,0.04,1.03,53.27
171067,41.84,-0.01,0.04,1.01,53.27
171096,41.84,-0.01,0.04,1.01,53.27
171164,42,-0.02,0.04,1,53.25
171194,42,-0.02,0.04,1,53.25
171262,42.16,-0.01,0.04,1.02,53.24
171291,42.16,-0.01,0.04,1.02,53.24
171340,42.16,-0.01,0.04,1.01,53.24
171366,42.16,-0.01,0.04,1.01,53.24
171438,42.32,-0.03,0.03,1.01,53.22
171464,42.32,-0.03,0.03,1.01,53.22
171513,42.32,-0.01,0.03,1.01,53.22
171540,42.32,-0.01,0.03,1.01,53.22
171569,42.32,-0.01,0.03,1.01,53.22
172445,42.48,-0.02,0.04,1.01,53.2
172475,42.48,-0.02,0.04,1.01,53.2
172527,42.64,-0.02,0.03,1.01,53.19
172555,42.64,-0.02,0.03,1.01,53.19
172607,-0.01,-0.02,0.04,1.02,-0.04
172634,-0.01,-0.02,0.04,1.02,-0.04
172694,-0.71,-0.01,0.03,1.02,31.84
172720,-0.71,-0.01,0.03,1.02,31.84
172772,0,-0.02,0.04,1.03,0
172798,0,-0.02,0.04,1.03,0
172851,0,-0.02,0.03,0.99,0
172877,0,-0.02,0.03,0.99,0
172929,-0.05,-0.01,0.04,1.03,0.03
172959,-0.05,-0.01,0.04,1.03,0.03
173007,-0.35,-0.01,0.04,1.03,0.19
173037,-0.35,-0.01,0.04,1.03,0.19
173104,0,-0.02,0.04,1.01,0
173133,0,-0.02,0.04,1.01,0
173202,44.08,-0.02,0.04,1.01,52.99
173231,44.08,-0.02,0.04,1.01,52.99
173277,44.08,-0.02,0.04,1.02,52.99
173306,44.08,-0.02,0.04,1.02,52.99
173374,44.24,-0.01,0.04,1,52.97
173404,44.24,-0.01,0.04,1,52.97
173453,44.24,-0.01,0.03,1.01,52.97
173479,44.24,-0.01,0.03,1.01,52.97
173551,44.4,-0.02,0.04,1,52.95
173579,44.4,-0.02,0.04,1,52.95
173628,44.4,-0.02,0.04,1.01,52.95
173654,44.4,-0.02,0.04,1.01,52.95
173726,44.56,-0.01,0.04,1.01,52.93
173752,44.56,-0.01,0.04,1.01,52.93
173801,44.56,-0.01,0.04,1.01,52.93
173828,44.56,-0.01,0.04,1.01,52.93
173900,44.72,-0.02,0.03,1.01,52.91
173929,44.72,-0.02,0.03,1.01,52.91
173998,44.88,-0.02,0.04,1.01,52.89
174027,44.88,-0.02,0.04,1.01,52.89
174073,44.88,-0.02,0.04,1.02,52.89
174102,44.88,-0.02,0.04,1.02,52.89
174171,45.04,-0.02,0.03,1.02,52.87
174200,45.04,-0.02,0.03,1.02,52.87
174246,45.04,-0.02,0.04,1.01,52.87
174276,45.04,-0.02,0.04,1.01,52.87
174347,45.2,-0.02,0.04,1.03,53.83
174373,45.2,-0.02,0.04,1.03,53.83
174422,45.2,-0.02,0.03,1.01,53.83
174448,45.2,-0.02,0.03,1.01,53.83
174520,45.36,-0.01,0.03,1.02,53.84
174546,45.36,-0.01,0.03,1.02,53.84
174595,45.36,-0.02,0.03,1.02,53.84
174621,45.36,-0.02,0.03,1.02,53.84
174695,45.52,0,0.04,1.02,53.85
174721,45.52,0,0.04,1.02,53.85
174793,45.68,-0.02,0.05,1.01,53.85
174822,45.68,-0.02,0.05,1.01,53.85
174868,45.68,-0.01,0.04,1.02,53.85
174897,45.68,-0.01,0.04,1.02,53.85
175773,45.84,-0.02,0.03,1.01,53.86
175803,45.84,-0.02,0.03,1.01,53.86
175852,46,-0.02,0.03,1.02,53.86
175881,46,-0.02,0.03,1.02,53.86
175930,0.01,-0.01,0.03,1.01,32.12
175959,0.01,-0.01,0.03,1.01,32.12
176008,32.03,-0.01,0.03,1.02,0
176038,32.03,-0.01,0.03,1.02,0
176090,0,-0.02,0.04,1.02,0
176116,0,-0.02,0.04,1.02,0
176168,0,-0.02,0.04,1.02,0
176195,0,-0.02,0.04,1.02,0
176244,0,-0.02,0.04,1.02,0
176270,0,-0.02,0.04,1.02,0
176339,0,-0.02,0.03,1.02,0
176365,0,-0.02,0.03,1.02,0
176437,47.28,-0.01,0.03,1.02,53.35
176463,47.28,-0.01,0.03,1.02,53.35
176512,47.28,-0.01,0.04,1.01,53.35
176543,47.28,-0.01,0.04,1.01,53.35
176612,47.44,-0.01,0.04,1.02,53.34
176641,47.44,-0.01,0.04,1.02,53.34
176710,47.6,-0.02,0.04,1.02,53.33
176739,47.6,-0.02,0.04,1.02,53.33
176785,47.6,-0.01,0.03,1.01,53.33
176814,47.6,-0.01,0.03,1.01,53.33
176883,47.76,-0.02,0.04,1.02,53.32
176912,47.76,-0.02,0.04,1.02,53.32
176958,47.76,-0.02,0.04,1.03,53.32
176987,47.76,-0.02,0.04,1.03,53.32
177058,47.92,-0.01,0.03,1.01,53.31
177085,47.92,-0.01,0.03,1.01,53.31
177134,47.92,-0.02,0.04,1.01,53.31
177160,47.92,-0.02,0.04,1.01,53.31
177232,48.08,-0.01,0.05,1.02,53.29
177258,48.08,-0.01,0.05,1.02,53.29
177307,48.08,-0.01,0.04,1.02,53.29
177333,48.08,-0.01,0.04,1.02,53.29
177405,48.24,-0.01,0.04,1,53.28
177434,48.24,-0.01,0.04,1,53.28
177480,48.24,-0.02,0.04,1,53.28
177509,48.24,-0.02,0.04,1,53.28
177578,48.4,-0.02,0.03,1.03,53.27
177607,48.4,-0.02,0.03,1.03,53.27
177677,48.56,-0.01,0.04,1.02,53.26
177706,48.56,-0.01,0.04,1.02,53.26
177752,48.56,-0.01,0.04,1.02,53.26
177782,48.56,-0.01,0.04,1.02,53.26
177853,48.72,-0.01,0.03,1.02,53.25
177879,48.72,-0.01,0.03,1.02,53.25
177928,48.72,-0.01,0.03,1.04,53.25
177954,48.72,-0.01,0.03,1.04,53.25
178026,48.88,-0.01,0.04,1.02,53.24
178052,48.88,-0.01,0.04,1.02,53.24
178101,48.88,-0.01,0.03,1.03,53.24
178127,48.88,-0.01,0.03,1.03,53.24
178199,49.04,-0.01,0.03,1.02,53.22
178225,49.04,-0.01,0.03,1.02,53.22
179082,49.04,-0.02,0.04,1.02,53.22
179111,49.04,-0.02,0.04,1.02,53.22
179160,49.2,-0.01,0.04,1,53.83
179190,49.2,-0.01,0.04,1,53.83
179239,-0.06,-0.02,0.04,1.01,-0.03
179268,-0.06,-0.02,0.04,1.01,-0.03
179317,0.72,-0.02,0.04,1.02,31.81
179354,0.72,-0.02,0.04,1.02,31.81
179403,0,-0.02,0.03,1.01,0
179433,0,-0.02,0.03,1.01,0
179484,0,-0.02,0.03,1.02,0
179513,0,-0.02,0.03,1.02,0
179565,0.04,-0.02,0.03,1.01,-0.05
179592,0.04,-0.02,0.03,1.01,-0.05
179643,0.68,-0.02,0.04,1.02,-0.76
179669,0.68,-0.02,0.04,1.02,-0.76
179729,0,-0.01,0.04,1.01,0
179756,0,-0.01,0.04,1.01,0
179824,0,-0.02,0.04,1.01,0
179850,0,-0.02,0.04,1.01,0
179921,50.8,-0.02,0.03,1.01,53.88
179947,50.8,-0.02,0.03,1.01,53.88
179995,50.8,-0.02,0.03,1,53.88
180025,50.8,-0.02,0.03,1,53.88
180093,50.96,-0.02,0.03,1.01,53.88
180122,50.96,-0.02,0.03,1.01,53.88
180168,50.96,-0.01,0.03,1.02,53.88
180197,50.96,-0.01,0.03,1.02,53.88
180266,51.12,-0.01,0.04,1.03,53.88
180295,51.12,-0.01,0.04,1.03,53.88
180341,51.12,-0.01,0.03,1.01,53.88
180370,51.12,-0.01,0.03,1.01,53.88
180438,51.28,-0.01,0.04,1.01,53.69
180467,51.28,-0.01,0.04,1.01,53.69
180518,51.28,-0.01,0.03,1.01,53.69
180544,51.28,-0.01,0.03,1.01,53.69
180615,51.44,-0.01,0.03,1.02,53.69
180641,51.44,-0.01,0.03,1.02,53.69
180712,51.6,-0.02,0.04,1.02,53.69
180738,51.6,-0.02,0.04,1.02,53.69
180787,51.6,-0.02,0.04,1.02,53.69
180813,51.6,-0.02,0.04,1.02,53.69
180885,51.76,-0.01,0.04,1,53.69
180914,51.76,-0.01,0.04,1,53.69
180960,51.76,-0.01,0.03,1.03,53.69
180989,51.76,-0.01,0.03,1.03,53.69
181057,51.92,-0.02,0.03,1.02,53.69
181086,51.92,-0.02,0.03,1.02,53.69
181132,51.92,-0.02,0.04,1.03,53.69
181161,51.92,-0.02,0.04,1.03,53.69
181229,52.08,-0.01,0.02,1.02,53.69
181258,52.08,-0.01,0.02,1.02,53.69
181304,52.08,-0.02,0.03,1.02,53.69
181333,52.08,-0.02,0.03,1.02,53.69
181404,52.24,-0.01,0.04,1,53.68
181430,52.24,-0.01,0.04,1,53.68
181479,52.24,-0.01,0.04,1.03,53.68
181505,52.24,-0.01,0.04,1.03,53.68
181576,52.4,-0.02,0.03,1.03,53.68
181602,52.4,-0.02,0.03,1.03,53.68
181633,52.4,-0.02,0.03,1.03,53.68
182509,52.56,-0.01,0.04,1.02,53.68
182538,52.56,-0.01,0.04,1.02,53.68
182588,52.72,-0.01,0.03,1.01,53.68
182617,52.72,-0.01,0.03,1.01,53.68
182669,0.03,-0.02,0.03,1.03,0
182695,0.03,-0.02,0.03,1.03,0
182746,0.33,-0.01,0.03,1.01,32.06
182772,0.33,-0.01,0.03,1.01,32.06
182824,0,-0.02,0.03,1.02,0
182851,0,-0.02,0.03,1.02,0
182903,0,-0.01,0.03,1.03,0
182929,0,-0.01,0.03,1.03,0
182981,-0.01,-0.01,0.04,1.04,0
183007,-0.01,-0.01,0.04,1.04,0
183077,-0.41,-0.01,0.04,1.03,0.32
183104,-0.41,-0.01,0.04,1.03,0.32
183175,54,-0.02,0.03,1.03,53.55
183204,54,-0.02,0.03,1.03,53.55
183272,54.16,-0.01,0.04,1.02,53.55
183301,54.16,-0.01,0.04,1.02,53.55
183347,54.16,-0.02,0.04,1.01,53.55
183376,54.16,-0.02,0.04,1.01,53.55
183445,54.32,-0.02,0.03,1.01,53.55
183474,54.32,-0.02,0.03,1.01,53.55
183521,54.32,-0.01,0.03,1.03,53.55
183551,54.32,-0.01,0.03,1.03,53.55
183622,54.48,-0.01,0.03,1.01,53.54
183648,54.48,-0.01,0.03,1.01,53.54
183697,54.48,-0.02,0.04,1.02,53.54
183723,54.48,-0.02,0.04,1.02,53.54
183795,54.64,-0.02,0.04,1.02,53.54
183821,54.64,-0.02,0.04,1.02,53.54
183870,54.64,-0.01,0.04,1.01,53.54
183896,54.64,-0.01,0.04,1.01,53.54
183968,54.8,-0.02,0.04,1,53.54
183994,54.8,-0.02,0.04,1,53.54
184038,54.8,-0.01,0.03,1.03,53.54
184067,54.8,-0.01,0.03,1.03,53.54
184136,54.96,-0.02,0.03,1.02,53.53
184165,54.96,-0.02,0.03,1.02,53.53
184234,55.12,-0.01,0.04,1.01,53.53
184263,55.12,-0.01,0.04,1.01,53.53
184309,55.12,-0.01,0.03,1.03,53.53
184338,55.12,-0.01,0.03,1.03,53.53
184407,55.28,-0.01,0.03,1.02,53.33
184436,55.28,-0.01,0.03,1.02,53.33
184485,55.28,-0.02,0.04,1.02,53.33
184511,55.28,-0.02,0.04,1.02,53.33
184583,55.44,-0.03,0.04,1.01,53.32
184614,55.44,-0.03,0.04,1.01,53.32
184663,55.44,-0.01,0.04,1,53.32
184690,55.44,-0.01,0.04,1,53.32
184761,55.6,-0.01,0.04,1,53.31
184787,55.6,-0.01,0.04,1,53.31
184836,55.6,-0.01,0.04,1.02,53.31
184865,55.6,-0.01,0.04,1.02,53.31
184933,55.76,-0.01,0.04,1.02,53.3
184962,55.76,-0.01,0.04,1.02,53.3
185007,55.76,-0.02,0.04,1.02,53.3
185037,55.76,-0.02,0.04,1.02,53.3
185063,55.76,-0.02,0.04,1.02,53.3
185941,55.92,-0.01,0.05,1.04,53.29
185967,55.92,-0.01,0.05,1.04,53.29
186028,56.08,-0.01,0.04,1.01,53.28
186054,56.08,-0.01,0.04,1.01,53.28
186106,-0.03,-0.02,0.03,1.02,-0.07
186135,-0.03,-0.02,0.03,1.02,-0.07
186184,0.69,-0.02,0.04,1.02,32.06
186213,0.69,-0.02,0.04,1.02,32.06
186261,0,-0.01,0.03,1.02,0
186290,0,-0.01,0.03,1.02,0
186337,0,-0.01,0.03,1.02,0
186366,0,-0.01,0.03,1.02,0
186417,-0.05,-0.01,0.04,1.01,-0.02
186446,-0.05,-0.01,0.04,1.01,-0.02
186494,32.1,-0.01,0.03,1.01,-0.73
186523,32.1,-0.01,0.03,1.01,-0.73
186593,0,0,0.04,1.03,0
186619,0,0,0.04,1.03,0
186690,57.52,-0.02,0.03,1.02,53.54
186716,57.52,-0.02,0.03,1.02,53.54
186765,57.52,-0.02,0.03,1.02,53.54
186791,57.52,-0.02,0.03,1.02,53.54
186862,57.68,-0.01,0.04,1.01,53.53
186888,57.68,-0.01,0.04,1.01,53.53
186959,57.84,-0.02,0.05,1,53.53
186985,57.84,-0.02,0.05,1,53.53
187033,57.84,-0.01,0.04,1.02,53.53
187063,57.84,-0.01,0.04,1.02,53.53
187130,58,-0.02,0.04,1.02,53.53
187160,58,-0.02,0.04,1.02,53.53
187205,58,-0.02,0.04,1.03,53.53
187235,58,-0.02,0.04,1.03,53.53
187303,58.16,-0.01,0.04,1.03,53.53
187332,58.16,-0.01,0.04,1.03,53.53
187377,58.16,-0.02,0.04,1.02,53.53
187407,58.16,-0.02,0.04,1.02,53.53
187476,58.32,-0.02,0.04,1.02,53.52
187507,58.32,-0.02,0.04,1.02,53.52
187556,58.32,-0.02,0.04,1.02,53.52
187582,58.32,-0.02,0.04,1.02,53.52
187653,58.48,-0.02,0.04,1.03,53.52
187679,58.48,-0.02,0.04,1.03,53.52
187728,58.48,-0.01,0.03,1.02,53.52
187754,58.48,-0.01,0.03,1.02,53.52
187825,58.64,-0.03,0.04,1.02,53.51
187852,58.64,-0.03,0.04,1.02,53.51
187923,58.8,-0.02,0.04,1.01,53.51
187952,58.8,-0.02,0.04,1.01,53.51
187998,58.8,-0.02,0.03,1.02,53.51
188027,58.8,-0.02,0.03,1.02,53.51
188096,58.96,-0.01,0.04,1.03,53.51
188125,58.96,-0.01,0.04,1.03,53.51
188171,58.96,-0.02,0.04,1.01,53.51
188200,58.96,-0.02,0.04,1.01,53.51
188269,59.12,-0.02,0.03,1.02,53.5
188298,59.12,-0.02,0.03,1.02,53.5
188344,59.12,-0.02,0.03,1.01,53.5
188373,59.12,-0.02,0.03,1.01,53.5
189252,59.28,-0.02,0.04,1.03,53.09
189279,59.28,-0.02,0.04,1.03,53.09
189331,59.44,-0.02,0.03,1.02,53.08
189357,59.44,-0.02,0.03,1.02,53.08
189412,59.44,-0.01,0.03,1.02,53.08
189438,59.44,-0.01,0.03,1.02,53.08
189490,0.38,-0.01,0.04,1.03,32.18
189517,0.38,-0.01,0.04,1.03,32.18
189568,0,-0.02,0.03,1.03,0
189595,0,-0.02,0.03,1.03,0
189647,0,-0.01,0.03,1.02,0
189676,0,-0.01,0.03,1.02,0
189725,-0.02,-0.01,0.04,1.02,-0.01
189755,-0.02,-0.01,0.04,1.02,-0.01
189817,32.2,-0.02,0.04,1.01,-0.34
189846,32.2,-0.02,0.04,1.01,-0.34
189913,0,-0.02,0.03,1.02,0
189942,0,-0.02,0.03,1.02,0
190010,60.88,-0.01,0.04,1.03,52.96
190039,60.88,-0.01,0.04,1.03,52.96
190085,60.88,-0.02,0.05,1.03,52.96
190114,60.88,-0.02,0.05,1.03,52.96
190186,61.04,-0.02,0.04,1.02,52.94
190212,61.04,-0.02,0.04,1.02,52.94
190261,61.04,-0.01,0.03,1.02,52.94
190287,61.04,-0.01,0.03,1.02,52.94
190359,61.2,-0.02,0.04,1.01,52.99
190385,61.2,-0.02,0.04,1.01,52.99
190434,61.2,-0.01,0.03,1.03,52.99
190464,61.2,-0.01,0.03,1.03,52.99
190535,61.36,-0.02,0.03,1.03,52.98
190561,61.36,-0.02,0.03,1.03,52.98
190610,61.36,-0.01,0.03,1.02,52.98
190639,61.36,-0.01,0.03,1.02,52.98
190708,61.52,-0.01,0.04,1.03,52.97
190737,61.52,-0.01,0.04,1.03,52.97
190806,61.68,-0.01,0.04,1.02,52.95
190835,61.68,-0.01,0.04,1.02,52.95
190881,61.68,-0.01,0.03,1.01,52.95
190910,61.68,-0.01,0.03,1.01,52.95
190979,61.84,0,0.04,1.02,52.94
191008,61.84,0,0.04,1.02,52.94
191057,61.84,-0.02,0.03,1.01,52.94
191084,61.84,-0.02,0.03,1.01,52.94
191154,62,-0.01,0.03,1.02,52.92
191181,62,-0.01,0.03,1.02,52.92
191230,62,-0.01,0.04,1.01,52.92
191256,62,-0.01,0.04,1.01,52.92
191328,62.16,-0.02,0.04,1.04,52.91
191354,62.16,-0.02,0.04,1.04,52.91
191403,62.16,-0.01,0.03,1.01,52.91
191433,62.16,-0.01,0.03,1.01,52.91
191501,62.32,-0.01,0.03,1.01,52.9
191530,62.32,-0.01,0.03,1.01,52.9
191600,62.48,-0.02,0.03,1.01,52.88
191629,62.48,-0.02,0.03,1.01,52.88
191675,62.48,-0.01,0.04,1.01,52.88
191705,62.48,-0.01,0.04,1.01,52.88
192581,62.64,-0.01,0.04,1.01,52.87
192610,62.64,-0.01,0.04,1.01,52.87
192660,62.8,-0.01,0.04,1.01,52.86
192697,62.8,-0.01,0.04,1.01,52.86
192749,-0.06,-0.01,0.04,1.01,-0.05
192776,-0.06,-0.01,0.04,1.01,-0.05
192828,-0.15,-0.01,0.04,1.01,31.87
192854,-0.15,-0.01,0.04,1.01,31.87
192906,0,-0.02,0.04,1.02,0
192932,0,-0.02,0.04,1.02,0
192984,0,-0.01,0.03,1.01,0
193011,0,-0.01,0.03,1.01,0
193063,-0.03,-0.01,0.03,1.02,-0.01
193089,-0.03,-0.01,0.03,1.02,-0.01
193159,32.11,-0.02,0.04,1.02,-0.4
193189,32.11,-0.02,0.04,1.02,-0.4
193257,64.08,-0.02,0.04,1.01,53.13
193286,64.08,-0.02,0.04,1.01,53.13
193332,64.08,-0.01,0.04,1.01,53.13
193361,64.08,-0.01,0.04,1.01,53.13
193432,64.24,-0.02,0.04,1.03,53.12
193461,64.24,-0.02,0.04,1.03,53.12
193530,64.4,-0.02,0.04,1.02,53.11
193559,64.4,-0.02,0.04,1.02,53.11
193605,64.4,-0.01,0.04,1.02,53.11
193635,64.4,-0.01,0.04,1.02,53.11
193706,64.56,-0.01,0.04,1.01,53.11
193732,64.56,-0.01,0.04,1.01,53.11
193781,64.56,-0.01,0.03,1.03,53.11
193807,64.56,-0.01,0.03,1.03,53.11
193879,64.72,-0.02,0.04,1.01,53.1
193905,64.72,-0.02,0.04,1.01,53.1
193954,64.72,-0.02,0.03,1.03,53.1
193980,64.72,-0.02,0.03,1.03,53.1
194052,64.88,-0.02,0.04,1.02,53.1
194081,64.88,-0.02,0.04,1.02,53.1
194127,64.88,-0.02,0.03,1.02,53.1
194156,64.88,-0.02,0.03,1.02,53.1
194225,65.04,-0.01,0.03,1.03,53.09
194254,65.04,-0.01,0.03,1.03,53.09
194323,65.2,-0.01,0.04,1.03,52.78
194352,65.2,-0.01,0.04,1.03,52.78
194398,65.2,-0.02,0.03,1.01,52.78
194427,65.2,-0.02,0.03,1.01,52.78
194496,65.36,-0.02,0.04,1,52.76
194527,65.36,-0.02,0.04,1,52.76
194576,65.36,-0.01,0.04,1.03,52.76
194602,65.36,-0.01,0.04,1.03,52.76
194674,65.52,-0.01,0.04,1.01,52.75
194700,65.52,-0.01,0.04,1.01,52.75
194749,65.52,-0.02,0.04,1.03,52.75
194776,65.52,-0.02,0.04,1.03,52.75
194848,65.68,-0.02,0.04,1.01,52.73
194874,65.68,-0.02,0.04,1.01,52.73
194923,65.68,-0.03,0.04,1.02,52.73
194952,65.68,-0.03,0.04,1.02,52.73
195021,65.84,-0.02,0.04,1.03,52.72
195050,65.84,-0.02,0.04,1.03,52.72
195904,65.84,-0.01,0.04,1.02,52.72
195933,65.84,-0.01,0.04,1.02,52.72
195982,66,-0.02,0.04,1.03,52.7
196012,66,-0.02,0.04,1.03,52.7
196061,0.01,-0.02,0.03,1.02,-0.04
196090,0.01,-0.02,0.03,1.02,-0.04
196136,0.01,-0.01,0.04,1.02,-0.04
196165,0.01,-0.01,0.04,1.02,-0.04
196217,0,-0.01,0.03,1.01,0
196244,0,-0.01,0.03,1.01,0
196296,0,-0.01,0.02,1.02,0
